Ambient Temperature(C): 26.1
Ambient Pressure(in Hg): 30.06
30.06
Time(s)	T1(Deg C)	T2(Deg C)	P1(PSI)	P2(PSI)	Mass Flowrate(g/min)
190.90	26.70	25.70	38.70	-4.10	0.00
191.00	26.80	25.80	39.00	-3.50	0.00
191.10	26.80	25.80	39.00	-4.40	0.00
191.20	26.70	25.70	39.00	-4.10	0.00
191.30	26.70	25.80	39.00	-4.00	0.00
191.40	26.70	25.80	39.00	-4.00	0.00
191.50	26.80	25.80	38.70	-4.10	0.00
191.60	26.80	25.80	38.70	-3.80	0.00
191.70	26.70	25.80	38.80	-3.60	0.00
191.80	26.70	25.80	38.70	-3.50	0.00
191.90	26.70	25.80	38.50	-3.80	0.00
192.00	26.70	25.80	39.20	-4.00	0.00
192.10	26.70	25.80	38.80	-4.10	0.00
192.20	26.80	25.80	38.80	-3.60	0.00
192.30	26.80	25.80	38.80	-3.60	0.00
192.40	26.70	25.70	38.70	-3.60	0.00
192.50	26.80	25.70	38.50	-3.80	0.00
192.60	26.80	25.70	39.00	-3.30	0.00
192.70	26.70	25.90	38.50	-3.60	0.00
192.80	26.70	25.90	38.70	-3.80	0.00
192.90	26.70	25.90	39.20	-3.60	0.00
193.00	26.70	25.80	38.50	-3.50	0.00
193.10	26.70	25.80	38.50	-3.80	0.00
193.20	26.70	25.80	38.50	-3.80	0.00
193.30	26.70	25.90	39.00	-3.60	0.00
193.40	26.80	25.90	39.00	-3.30	0.00
193.50	26.80	25.90	38.10	-3.80	0.00
193.60	26.70	26.00	38.50	-3.30	0.00
193.70	26.70	26.00	38.80	-3.50	0.00
193.80	26.70	25.80	38.40	-3.30	0.00
193.90	26.70	25.90	38.40	-3.30	0.00
194.00	26.70	25.90	38.80	-3.30	0.00
194.10	26.70	26.00	38.80	-3.30	0.00
194.20	26.80	25.90	39.00	-3.30	0.00
194.30	26.80	25.90	38.80	-3.00	0.00
194.40	26.70	25.90	38.40	-2.10	0.00
194.50	26.60	25.90	38.50	-3.00	0.00
194.60	26.60	25.90	38.20	-2.90	0.00
194.70	26.70	25.90	38.20	-3.20	0.00
194.80	26.70	25.90	38.70	-3.00	0.00
194.90	26.70	25.90	38.80	-3.50	0.00
195.00	26.80	26.00	38.80	-3.50	0.00
195.10	26.70	26.00	38.40	-3.30	0.00
195.20	26.70	26.00	38.70	-3.30	0.00
195.30	26.70	25.80	38.50	-3.20	0.00
195.40	26.80	26.10	38.50	-3.20	0.00
195.50	26.80	26.10	38.50	-2.90	0.00
195.60	26.60	25.90	38.80	-3.20	0.00
195.70	26.70	26.10	38.20	-3.20	0.00
195.80	26.70	26.10	38.80	-3.00	0.00
195.90	26.70	26.00	38.80	-3.00	0.00
196.00	26.60	25.90	38.40	-3.30	0.00
196.10	26.60	25.90	38.70	-2.90	0.00
196.20	26.80	26.00	38.20	-2.90	0.00
196.30	26.70	26.00	38.40	-3.00	0.00
196.40	26.70	26.00	38.50	-2.70	0.00
196.50	26.80	26.00	38.50	-3.20	0.00
196.60	26.60	26.10	38.10	-3.20	0.00
196.70	26.60	26.10	38.10	-3.20	0.00
196.80	26.60	26.10	38.70	-2.70	0.00
196.90	26.70	26.20	38.10	-3.20	0.00
197.00	26.70	26.20	38.40	-2.60	0.00
197.10	26.70	26.10	38.40	-2.40	0.00
197.20	26.70	26.00	38.70	-3.20	0.00
197.30	26.70	26.00	39.00	-2.90	0.00
197.40	26.80	26.10	38.40	-2.60	0.00
197.50	26.80	26.20	38.10	-2.60	0.00
197.60	26.80	26.20	38.10	-2.60	0.00
197.70	26.70	26.00	38.50	-2.60	0.00
197.80	26.60	26.10	38.10	-2.60	0.00
197.90	26.80	26.20	38.70	-2.90	0.00
198.00	26.80	26.20	37.90	-3.00	0.00
198.10	26.70	26.10	38.10	-2.60	0.00
198.20	26.70	26.10	38.50	-3.30	0.00
198.30	26.60	26.10	38.40	-2.60	0.00
198.40	26.70	26.10	38.20	-3.20	0.00
198.50	26.70	26.10	38.20	-3.20	0.00
198.60	26.70	26.10	38.10	-2.70	0.00
198.70	26.70	26.10	38.10	-2.90	0.00
198.80	26.70	26.10	38.10	-2.40	0.00
198.90	26.60	26.10	38.40	-2.90	0.00
199.00	26.60	26.10	38.20	-3.00	0.00
199.10	26.70	26.10	38.40	-2.70	0.00
199.20	26.60	26.30	38.40	-2.40	0.00
199.30	26.60	26.30	38.20	-2.90	0.00
199.40	26.70	26.10	38.20	-2.90	0.00
199.50	26.80	26.30	38.50	-2.60	0.00
199.60	26.80	26.30	38.20	-2.30	0.00
199.70	26.80	26.30	39.20	-2.70	0.00
199.80	26.80	26.30	38.10	-2.40	0.00
199.90	26.80	26.30	38.20	-2.70	0.00
200.00	26.80	26.30	38.20	-2.60	0.00
200.10	26.50	26.20	38.10	-2.60	0.00
200.20	26.50	26.20	38.20	-2.40	0.00
200.30	26.60	26.20	38.20	-2.40	0.00
200.40	26.60	26.20	37.00	-2.60	0.00
200.50	26.60	26.20	38.10	-2.10	0.00
200.60	26.70	26.20	38.10	-2.40	0.00
200.70	26.70	26.30	38.50	-2.10	0.00
200.80	26.70	26.30	38.20	-2.10	0.00
200.90	26.80	26.30	38.10	-2.30	0.00
201.00	26.70	26.20	38.10	-1.80	0.00
201.10	26.70	26.20	38.10	-2.30	0.00
201.20	26.70	26.30	38.10	-2.30	0.00
201.30	26.80	26.40	38.10	-2.00	0.00
201.40	26.80	26.40	37.60	-2.00	0.00
201.50	26.60	26.30	37.60	-2.10	0.00
201.60	26.70	26.20	38.40	-2.40	0.00
201.70	26.70	26.20	37.90	-2.10	0.00
201.80	26.70	26.40	38.20	-2.30	0.00
201.90	26.70	26.30	37.90	-2.40	0.00
202.00	26.70	26.30	37.90	-2.40	0.00
202.10	26.70	26.20	37.90	-1.80	0.00
202.20	26.60	26.20	38.10	-2.00	0.00
202.30	26.60	26.20	38.20	-2.00	0.00
202.40	26.60	26.30	38.10	-2.00	0.00
202.50	26.70	26.30	38.40	-2.00	0.00
202.60	26.70	26.30	38.10	-2.40	0.00
202.70	26.70	26.40	38.10	-2.00	0.00
202.80	26.70	26.40	37.80	-2.10	0.00
202.90	26.70	26.40	37.80	-2.10	0.00
203.00	26.80	26.50	37.60	-2.00	0.00
203.10	26.80	26.50	37.90	-1.00	0.00
203.20	26.70	26.30	37.00	-2.00	0.00
203.30	26.70	26.40	38.10	-2.00	0.00
203.40	26.70	26.40	37.50	-2.10	0.00
203.50	26.70	26.40	38.10	-2.10	0.00
203.60	26.70	26.40	37.90	-1.60	0.00
203.70	26.70	26.40	37.60	-1.30	0.00
203.80	26.70	26.30	37.60	-1.30	0.00
203.90	26.70	26.30	37.90	-2.00	0.00
204.00	26.70	26.40	37.90	-2.00	0.00
204.10	26.70	26.40	37.60	-2.00	0.00
204.20	26.70	26.40	37.50	-2.40	0.00
204.30	26.60	26.40	37.90	-2.10	0.00
204.40	26.70	26.40	37.60	-1.80	0.00
204.50	26.70	26.40	37.30	-2.00	0.00
204.60	26.80	26.50	37.90	-2.00	0.00
204.70	26.60	26.40	37.90	-2.00	0.00
204.80	26.70	26.30	37.60	-1.50	0.00
204.90	26.70	26.30	37.80	-1.80	0.00
205.00	26.80	26.40	37.50	-1.50	0.00
205.10	26.60	26.40	37.80	-1.80	0.00
205.20	26.60	26.40	38.10	-1.20	0.00
205.30	26.70	26.50	37.30	-1.50	0.00
205.40	26.60	26.60	37.90	-1.30	0.00
205.50	26.60	26.60	37.30	-1.30	0.00
205.60	26.80	26.50	37.30	-1.30	0.00
205.70	26.60	26.40	37.30	-1.50	0.00
205.80	26.60	26.40	37.60	-2.00	0.00
205.90	26.70	26.50	37.50	-1.20	0.00
206.00	26.70	26.50	37.60	-1.60	0.00
206.10	26.70	26.50	37.00	-1.00	0.00
206.20	26.70	26.50	37.50	-1.60	0.00
206.30	26.70	26.60	37.30	-0.40	0.00
206.40	26.70	26.60	37.50	-1.60	0.00
206.50	26.60	26.50	37.50	-1.60	0.00
206.60	26.70	26.50	37.30	-1.20	0.00
206.70	26.70	26.50	37.60	-1.60	0.00
206.80	26.50	26.40	37.80	-1.00	0.00
206.90	26.70	26.50	37.80	-1.30	0.00
207.00	26.70	26.50	36.50	-1.00	0.00
207.10	26.50	26.40	37.80	-1.50	0.00
207.20	26.70	26.60	37.80	-1.30	0.00
207.30	26.60	26.50	37.90	-1.50	0.00
207.40	26.60	26.50	37.30	-1.30	0.00
207.50	26.70	26.50	37.20	-1.20	0.00
207.60	26.60	26.60	37.20	-1.30	0.00
207.70	26.60	26.60	37.50	-0.10	0.00
207.80	26.60	26.60	37.20	-1.60	0.00
207.90	26.80	26.60	37.30	-1.00	0.00
208.00	26.80	26.60	37.50	-1.00	0.00
208.10	26.80	26.50	37.50	-1.50	0.00
208.20	26.60	26.60	37.50	-1.50	0.00
208.30	26.60	26.60	37.50	-1.00	0.00
208.40	26.70	26.60	37.60	-1.20	0.00
208.50	26.60	26.50	37.50	-1.00	0.00
208.60	26.60	26.50	37.60	-1.20	0.00
208.70	26.70	26.60	37.50	-1.00	0.00
208.80	26.60	26.50	37.30	-0.90	0.00
208.90	26.60	26.50	37.30	-1.30	0.00
209.00	26.60	26.60	37.80	-2.40	0.00
209.10	26.60	26.70	37.80	-2.40	0.00
209.20	26.60	26.70	37.20	-1.00	0.00
209.30	26.70	26.60	37.30	-0.70	0.00
209.40	26.50	26.50	37.60	-0.90	0.00
209.50	26.50	26.50	37.60	-0.70	0.00
209.60	26.70	26.60	37.00	-1.20	0.00
209.70	26.70	26.70	37.50	-1.20	0.00
209.80	26.70	26.70	37.60	-0.60	0.00
209.90	26.70	26.70	37.30	-0.40	0.00
210.00	26.80	26.70	37.50	-2.90	0.00
210.10	26.80	26.70	36.80	-0.40	0.00
210.20	26.60	26.70	37.20	-0.60	0.00
210.30	26.70	26.60	37.30	-1.00	0.00
210.40	26.70	26.60	37.30	-0.90	0.00
210.50	26.50	26.60	37.50	-0.70	0.00
210.60	26.60	26.50	37.30	-0.40	0.00
210.70	26.60	26.50	37.20	-0.90	0.00
210.80	26.70	26.60	37.00	-0.90	0.00
210.90	26.70	26.80	37.00	-0.90	0.00
211.00	26.70	26.80	37.20	-0.60	0.00
211.10	26.60	26.60	37.00	-0.40	0.00
211.20	26.60	26.70	37.20	-0.30	0.00
211.30	26.60	26.70	37.20	-0.60	0.00
211.40	26.60	26.70	37.50	-0.40	0.00
211.50	26.60	26.70	37.00	-0.30	0.00
211.60	26.60	26.70	37.00	-0.30	0.00
211.70	26.60	26.60	37.60	-0.70	0.00
211.80	26.70	26.80	37.60	-0.70	0.00
211.90	26.70	26.80	37.30	-0.40	0.00
212.00	26.60	26.70	36.70	-0.60	0.00
212.10	26.50	26.70	37.00	-0.40	0.00
212.20	26.50	26.70	37.30	-0.40	0.00
212.30	26.60	26.70	37.30	-0.60	0.00
212.40	26.60	26.80	37.20	0.80	0.00
212.50	26.60	26.80	36.50	-0.60	0.00
212.60	26.60	26.70	37.00	-0.30	0.00
212.70	26.60	26.70	37.00	-0.30	0.00
212.80	26.60	26.70	37.00	-0.60	0.00
212.90	26.70	26.80	37.00	-0.30	0.00
213.00	26.70	26.80	36.80	-0.70	0.00
213.10	26.70	26.80	37.00	-0.30	0.00
213.20	26.60	26.80	37.00	-0.30	0.00
213.30	26.60	26.80	36.80	-0.70	0.00
213.40	26.50	26.80	37.20	-0.40	0.00
213.50	26.70	26.80	36.80	-0.40	0.00
213.60	26.70	26.80	36.80	-0.40	0.00
213.70	26.60	26.90	37.00	-0.70	0.00
213.80	26.60	26.70	37.20	-0.30	0.00
213.90	26.60	26.70	37.20	-0.40	0.00
214.00	26.60	26.70	37.00	-0.40	0.00
214.10	26.60	26.80	37.30	-0.30	0.00
214.20	26.60	26.80	37.00	0.00	0.00
214.30	26.70	26.90	36.80	-0.30	0.00
214.40	26.70	27.00	37.20	0.00	0.00
214.50	26.70	27.00	37.20	0.00	0.00
214.60	26.50	26.80	36.70	0.00	0.00
214.70	26.60	26.80	37.00	-0.40	0.00
214.80	26.60	26.80	36.80	-0.10	0.00
214.90	26.60	26.80	36.70	0.00	0.00
215.00	26.60	26.70	36.70	0.00	0.00
215.10	26.50	26.90	37.20	0.00	0.00
215.20	26.50	26.90	36.80	-0.30	0.00
215.30	26.50	26.80	36.80	0.00	0.00
215.40	26.60	26.80	36.80	0.00	0.00
215.50	26.60	26.80	36.80	-0.40	0.00
215.60	26.60	26.80	36.70	0.00	0.00
215.70	26.70	27.00	36.80	0.00	0.00
215.80	26.70	27.00	36.80	-0.90	0.00
215.90	26.60	26.80	37.00	-0.30	0.00
216.00	26.60	26.90	36.70	0.80	0.00
216.10	26.60	26.90	36.70	0.20	0.00
216.20	26.60	26.80	36.70	0.20	0.00
216.30	26.50	26.90	36.70	0.20	0.00
216.40	26.50	26.90	36.70	0.00	0.00
216.50	26.70	26.80	36.50	0.50	0.00
216.60	26.60	26.90	36.80	0.00	0.00
216.70	26.60	26.90	36.70	1.40	0.00
216.80	26.60	26.80	36.50	0.00	0.00
216.90	26.60	26.90	36.70	0.50	0.00
217.00	26.60	26.90	36.80	-0.10	0.00
217.10	26.70	26.90	36.70	0.00	0.00
217.20	26.60	27.00	36.70	0.00	0.00
217.30	26.60	27.00	37.00	0.40	0.00
217.40	26.60	26.70	37.00	0.20	0.00
217.50	26.70	26.90	36.80	0.20	0.00
217.60	26.70	26.90	36.80	0.50	0.00
217.70	26.80	27.00	36.50	0.20	0.00
217.80	26.60	26.90	36.50	0.20	0.00
217.90	26.60	26.90	36.80	0.40	0.00
218.00	26.70	26.90	37.00	0.40	0.00
218.10	26.70	26.90	36.80	0.00	0.00
218.20	26.70	26.90	36.40	0.70	0.00
218.30	26.60	26.90	36.70	0.70	0.00
218.40	26.70	26.90	36.70	0.80	0.00
218.50	26.60	26.90	36.40	0.40	0.00
218.60	26.60	26.90	36.70	0.50	0.00
218.70	26.70	26.90	36.70	0.70	0.00
218.80	26.70	26.90	36.40	0.70	0.00
218.90	26.60	27.00	36.40	0.70	0.00
219.00	26.60	27.00	36.50	0.80	0.00
219.10	26.60	27.00	36.80	0.40	0.00
219.20	26.70	27.00	36.50	0.80	0.00
219.30	26.60	27.10	36.10	0.20	0.00
219.40	26.50	27.00	36.80	0.70	0.00
219.50	26.50	27.00	36.40	0.80	0.00
219.60	26.60	27.00	36.50	0.40	0.00
219.70	26.50	26.90	36.50	1.30	0.00
219.80	26.50	26.90	36.50	1.30	0.00
219.90	26.60	26.90	36.40	0.70	0.00
220.00	26.60	26.90	36.40	0.70	0.00
220.10	26.60	27.00	35.90	1.00	0.00
220.20	26.60	26.90	36.40	1.00	0.00
220.30	26.50	26.90	36.20	0.50	0.00
220.40	26.50	26.90	36.40	0.70	0.00
220.50	26.60	26.90	36.50	1.00	0.00
220.60	26.60	26.90	36.40	0.50	0.00
220.70	26.60	26.90	36.40	0.50	0.00
220.80	26.70	27.00	36.50	1.40	0.00
220.90	26.70	27.00	36.10	0.80	0.00
221.00	26.70	27.00	36.10	1.00	0.00
221.10	26.80	27.10	36.50	1.10	0.00
221.20	26.50	27.00	36.40	0.50	0.00
221.30	26.50	27.00	36.20	1.10	0.00
221.40	26.60	27.00	36.10	0.70	0.00
221.50	26.50	26.90	36.20	0.70	0.00
221.60	26.50	26.90	36.20	0.70	0.00
221.70	26.60	27.10	36.40	0.80	0.00
221.80	26.60	26.90	36.40	1.40	0.00
221.90	26.80	27.00	36.70	1.00	0.00
222.00	26.80	27.00	36.40	1.00	0.00
222.10	26.50	27.20	36.20	0.80	0.00
222.20	26.50	27.20	36.50	1.30	0.00
222.30	26.60	27.00	36.10	1.30	0.00
222.40	26.60	27.00	35.90	1.10	0.00
222.50	26.60	27.00	35.90	1.10	0.00
222.60	26.60	27.00	36.40	1.60	0.00
222.70	26.70	27.10	36.10	1.30	0.00
222.80	26.70	27.20	36.10	1.00	0.00
222.90	26.70	27.20	36.20	1.30	0.00
223.00	26.60	27.10	36.20	1.10	0.00
223.10	26.50	27.00	36.50	1.10	0.00
223.20	26.50	27.00	36.50	1.40	0.00
223.30	26.80	27.20	36.10	1.40	0.00
223.40	26.60	27.10	36.10	1.40	0.00
223.50	26.60	27.10	36.50	1.30	0.00
223.60	26.60	27.00	35.90	1.40	0.00
223.70	26.60	27.10	37.00	1.00	0.00
223.80	26.60	27.10	35.90	1.60	0.00
223.90	26.60	27.10	36.40	1.40	0.00
224.00	26.60	27.00	35.80	1.40	0.00
224.10	26.60	27.00	35.60	1.90	0.00
224.20	26.60	27.10	35.90	1.30	0.00
224.30	26.60	27.20	36.10	1.70	0.00
224.40	26.60	27.20	36.10	1.40	0.00
224.50	26.60	27.10	35.50	1.40	0.00
224.60	26.60	27.10	36.20	1.70	0.00
224.70	26.60	27.10	36.40	1.40	0.00
224.80	26.50	27.00	36.20	1.60	0.00
224.90	26.70	27.20	36.10	1.60	0.00
225.00	26.70	27.20	36.10	1.60	0.00
225.10	26.70	27.10	36.10	1.60	0.00
225.20	26.60	27.10	35.60	1.30	0.00
225.30	26.60	27.10	36.10	1.40	0.00
225.40	26.60	27.10	35.60	1.60	0.00
225.50	26.60	27.10	35.90	1.70	0.00
225.60	26.60	27.20	35.80	1.70	0.00
225.70	26.60	27.20	35.80	1.60	0.00
225.80	26.50	27.00	36.40	1.70	0.00
225.90	26.60	27.20	36.10	1.40	0.00
226.00	26.60	27.20	36.10	1.40	0.00
226.10	26.60	27.20	36.20	1.40	0.00
226.20	26.60	27.20	36.10	1.40	0.00
226.30	26.70	27.20	36.10	2.00	0.00
226.40	26.60	27.10	36.10	1.60	0.00
226.50	26.60	27.10	35.60	1.90	0.00
226.60	26.60	27.20	36.20	1.60	0.00
226.70	26.70	27.10	35.50	1.90	0.00
226.80	26.70	27.10	35.20	1.90	0.00
226.90	26.60	27.10	35.20	1.90	0.00
227.00	26.60	27.10	35.90	2.00	0.00
227.10	26.60	27.20	36.40	1.70	0.00
227.20	26.60	27.20	36.20	1.00	0.00
227.30	26.60	27.20	36.20	1.60	0.00
227.40	26.70	27.10	35.80	2.20	0.00
227.50	26.50	27.10	36.10	2.40	0.00
227.60	26.50	27.10	35.60	2.20	0.00
227.70	26.50	27.20	35.80	2.20	0.00
227.80	26.70	27.30	35.80	2.20	0.00
227.90	26.70	27.30	36.10	1.60	0.00
228.00	26.60	27.20	35.50	2.00	0.00
228.10	26.60	27.30	35.60	2.20	0.00
228.20	26.60	27.30	35.60	1.90	0.00
228.30	26.70	27.30	35.80	2.00	0.00
228.40	26.60	27.30	35.30	2.40	0.00
228.50	26.60	27.30	35.50	2.20	0.00
228.60	26.60	27.20	35.50	2.00	0.00
228.70	26.50	27.30	35.50	2.00	0.00
228.80	26.50	27.30	35.90	1.90	0.00
228.90	26.50	27.20	35.80	2.00	0.00
229.00	26.60	27.20	35.80	2.00	0.00
229.10	26.60	27.20	35.50	2.40	0.00
229.20	26.50	27.20	35.30	2.20	0.00
229.30	26.60	27.40	35.80	2.00	0.00
229.40	26.60	27.40	35.50	2.00	0.00
229.50	26.50	27.20	35.50	2.00	0.00
229.60	26.70	27.30	35.80	2.20	0.00
229.70	26.70	27.30	36.10	2.20	0.00
229.80	26.50	27.20	36.10	2.00	0.00
229.90	26.50	27.20	35.90	2.40	0.00
230.00	26.40	27.20	35.90	2.20	0.00
230.10	26.60	27.40	35.90	2.50	0.00
230.20	26.60	27.40	35.50	2.50	0.00
230.30	26.60	27.50	34.20	2.70	0.00
230.40	26.60	27.40	34.20	2.70	0.00
230.50	26.50	27.30	35.50	2.40	0.00
230.60	26.50	27.30	35.50	2.80	0.00
230.70	26.50	27.30	35.80	2.50	0.00
230.80	26.50	27.30	35.20	2.40	0.00
230.90	26.70	27.40	35.50	2.80	0.00
231.00	26.60	27.30	35.30	2.70	0.00
231.10	26.60	27.30	35.90	1.90	0.00
231.20	26.60	27.30	35.50	2.50	0.00
231.30	26.60	27.30	35.80	2.80	0.00
231.40	26.60	27.30	35.20	2.40	0.00
231.50	26.40	27.30	35.80	2.70	0.00
231.60	26.60	27.30	35.50	3.00	0.00
231.70	26.60	27.30	35.30	2.70	0.00
231.80	26.60	27.40	35.50	2.40	0.00
231.90	26.60	27.30	35.30	3.00	0.00
232.00	26.60	27.30	35.20	2.70	0.00
232.10	26.60	27.20	35.20	2.50	0.00
232.20	26.60	27.20	35.20	2.50	0.00
232.30	26.60	27.20	35.50	2.40	0.00
232.40	26.60	27.30	35.60	3.00	0.00
232.50	26.50	27.30	35.30	2.70	0.00
232.60	26.50	27.30	35.50	3.00	0.00
232.70	26.50	27.30	35.20	2.70	0.00
232.80	26.60	27.40	35.80	2.70	0.00
232.90	26.60	27.40	35.60	2.80	0.00
233.00	26.60	27.30	35.80	2.80	0.00
233.10	26.60	27.30	35.80	2.80	0.00
233.20	26.60	27.40	35.30	3.00	0.00
233.30	26.60	27.30	35.50	2.70	0.00
233.40	26.70	27.30	35.30	3.10	0.00
233.50	26.70	27.30	35.00	3.00	0.00
233.60	26.60	27.30	35.90	2.70	0.00
233.70	26.60	27.30	35.50	2.80	0.00
233.80	26.60	27.30	35.50	2.50	0.00
233.90	26.60	27.40	35.60	3.00	0.00
234.00	26.60	27.30	35.60	3.00	0.00
234.10	26.60	27.30	35.20	2.70	0.00
234.20	26.50	27.30	34.80	3.10	0.00
234.30	26.60	27.40	35.20	2.80	0.00
234.40	26.60	27.40	34.70	3.30	0.00
234.50	26.50	27.30	35.20	3.40	0.00
234.60	26.50	27.30	34.50	2.70	0.00
234.70	26.50	27.30	35.00	2.80	0.00
234.80	26.60	27.40	35.20	3.40	0.00
234.90	26.60	27.40	35.00	3.00	0.00
235.00	26.60	27.40	35.50	3.30	0.00
235.10	26.70	27.50	34.80	3.30	0.00
235.20	26.70	27.50	35.30	3.00	0.00
235.30	26.70	27.50	34.80	3.30	0.00
235.40	26.60	27.40	35.20	3.00	0.00
235.50	26.50	27.50	35.00	3.10	0.00
235.60	26.50	27.50	34.80	3.00	0.00
235.70	26.60	27.40	35.20	3.30	0.00
235.80	26.60	27.40	35.20	3.30	0.00
235.90	26.60	27.40	35.30	3.40	0.00
236.00	26.60	27.50	35.00	3.30	0.00
236.10	26.60	27.40	34.80	3.60	0.00
236.20	26.60	27.40	34.70	3.00	0.00
236.30	26.60	27.50	35.30	3.10	0.00
236.40	26.50	27.40	35.50	3.10	0.00
236.50	26.50	27.40	35.20	3.10	0.00
236.60	26.40	27.40	35.50	3.40	0.00
236.70	26.50	27.40	35.50	3.40	0.00
236.80	26.50	27.40	32.70	3.40	0.00
236.90	26.50	27.30	35.00	3.40	0.00
237.00	26.50	27.50	35.50	3.30	0.00
237.10	26.50	27.50	34.50	3.70	0.00
237.20	26.40	27.40	34.80	3.40	0.00
237.30	26.50	27.40	35.20	3.30	0.00
237.40	26.50	27.40	34.40	3.60	0.00
237.50	26.60	27.30	34.70	3.60	0.00
237.60	26.40	27.40	34.70	3.60	0.00
237.70	26.40	27.40	34.80	3.40	0.00
237.80	26.50	27.40	35.00	3.70	0.00
237.90	26.70	27.50	35.00	3.30	0.00
238.00	26.70	27.50	34.50	3.60	0.00
238.10	26.60	27.40	32.70	3.70	0.00
238.20	26.70	27.50	34.80	3.40	0.00
238.30	26.70	27.50	34.70	3.30	0.00
238.40	26.40	27.50	34.80	3.90	0.00
238.50	26.50	27.40	34.70	4.00	0.00
238.60	26.60	27.50	34.80	3.70	0.00
238.70	26.60	27.50	34.50	3.60	0.00
238.80	26.70	27.50	34.50	3.40	0.00
238.90	26.70	27.40	34.80	3.70	0.00
239.00	26.70	27.40	34.80	3.90	0.00
239.10	26.50	27.50	34.70	3.40	0.00
239.20	26.60	27.50	34.70	3.70	0.00
239.30	26.60	27.50	34.80	3.90	0.00
239.40	26.70	27.50	34.80	3.90	0.00
239.50	26.70	27.60	35.20	3.60	0.00
239.60	26.70	27.60	35.00	3.90	0.00
239.70	26.50	27.50	35.20	3.90	0.00
239.80	26.60	27.50	34.40	3.60	0.00
239.90	26.60	27.50	34.80	3.90	0.00
240.00	26.50	27.60	34.50	3.90	0.00
240.10	26.60	27.50	34.50	3.70	0.00
240.20	26.60	27.40	35.20	4.00	0.00
240.30	26.60	27.40	35.20	4.00	0.00
240.40	26.70	27.60	34.40	4.40	0.00
240.50	26.40	27.40	34.80	3.60	0.00
240.60	26.40	27.40	35.00	4.40	0.00
240.70	26.50	27.50	34.70	3.70	0.00
240.80	26.40	27.50	34.70	4.00	0.00
240.90	26.40	27.50	34.70	4.20	0.00
241.00	26.50	27.60	35.30	3.90	0.00
241.10	26.50	27.60	34.80	3.60	0.00
241.20	26.50	27.50	34.80	3.60	0.00
241.30	26.50	27.50	34.50	3.60	0.00
241.40	26.50	27.50	34.50	4.00	0.00
241.50	26.60	27.60	35.00	4.20	0.00
241.60	26.60	27.40	34.50	4.20	0.00
241.70	26.60	27.40	34.70	4.00	0.00
241.80	26.60	27.40	34.50	3.90	0.00
241.90	26.60	27.70	34.80	4.20	0.00
242.00	26.60	27.70	34.80	4.40	0.00
242.10	26.60	27.50	34.80	4.40	0.00
242.20	26.70	27.60	34.50	3.90	0.00
242.30	26.70	27.60	34.80	4.00	0.00
242.40	26.60	27.50	34.80	4.20	0.00
242.50	26.60	27.50	34.70	4.00	0.00
242.60	26.60	27.60	34.40	4.40	0.00
242.70	26.70	27.60	34.40	4.20	0.00
242.80	26.70	27.60	34.70	4.20	0.00
242.90	26.60	27.80	34.70	4.20	0.00
243.00	26.60	27.60	34.70	4.20	0.00
243.10	26.60	27.60	34.70	4.20	0.00
243.20	26.70	27.60	34.40	4.40	0.00
243.30	26.70	27.60	34.20	4.00	0.00
243.40	26.50	27.40	34.50	4.00	0.00
243.50	26.70	27.70	34.20	4.20	0.00
243.60	26.50	27.60	34.80	4.20	0.00
243.70	26.50	27.60	35.00	4.50	0.00
243.80	26.60	27.50	34.50	4.50	0.00
243.90	26.60	27.70	34.50	4.50	0.00
244.00	26.60	27.70	34.10	4.40	0.00
244.10	26.60	27.80	34.50	2.80	0.00
244.20	26.60	27.80	34.20	4.40	0.00
244.30	26.50	27.50	34.20	4.70	0.00
244.40	26.50	27.60	34.40	4.80	0.00
244.50	26.50	27.60	34.70	4.20	0.00
244.60	26.60	27.60	34.40	4.50	0.00
244.70	26.60	27.60	34.10	4.50	0.00
244.80	26.60	27.60	34.10	4.50	0.00
244.90	26.50	27.70	34.40	4.40	0.00
245.00	26.60	27.60	34.50	4.50	0.00
245.10	26.50	27.60	33.90	4.50	0.00
245.20	26.50	27.60	34.70	4.70	0.00
245.30	26.40	27.50	34.70	4.50	0.00
245.40	26.40	27.50	34.70	4.80	0.00
245.50	26.50	27.60	34.20	4.50	0.00
245.60	26.70	27.60	34.20	4.80	0.00
245.70	26.70	27.60	34.20	4.80	0.00
245.80	26.50	27.50	34.10	4.70	0.00
245.90	26.50	27.60	34.20	4.70	0.00
246.00	26.50	27.60	34.50	4.50	0.00
246.10	26.50	27.60	34.40	5.10	0.00
246.20	26.50	27.60	34.50	4.80	0.00
246.30	26.60	27.70	34.10	5.30	0.00
246.40	26.60	27.70	34.50	5.00	0.00
246.50	26.60	27.80	34.40	4.00	0.00
246.60	26.70	27.70	34.40	4.00	0.00
246.70	26.70	27.70	34.10	4.70	0.00
246.80	26.50	27.70	34.20	5.00	0.00
246.90	26.60	27.70	34.10	4.80	0.00
247.00	26.60	27.70	33.90	4.80	0.00
247.10	26.50	27.70	34.10	4.80	0.00
247.20	26.60	27.70	34.10	4.70	0.00
247.30	26.60	27.70	34.50	4.80	0.00
247.40	26.70	27.70	34.50	4.80	0.00
247.50	26.50	27.60	33.90	4.70	0.00
247.60	26.50	27.60	33.90	5.00	0.00
247.70	26.50	27.70	33.80	5.10	0.00
