Ambient Temperature(C): 26.1
Ambient Pressure(in Hg): 30.06
30.06
Time(s)	T1(Deg C)	T2(Deg C)	P1(PSI)	P2(PSI)	Mass Flowrate(g/min)
135.30	26.90	24.20	40.10	-5.50	40.26
135.40	27.00	24.40	40.20	-5.70	40.28
135.50	27.00	24.40	40.20	-5.70	40.33
135.60	27.10	24.40	39.60	-6.00	40.40
135.70	27.10	24.40	39.60	-5.30	40.35
135.80	27.00	24.40	40.10	-5.30	30.68
135.90	27.00	24.30	39.30	-5.80	33.72
136.00	27.00	24.30	40.10	-5.80	40.18
136.10	27.00	24.40	39.20	-5.80	43.56
136.20	27.00	24.30	40.10	-5.50	43.90
136.30	27.00	24.30	39.80	-5.50	42.47
136.40	27.00	24.40	39.80	-5.50	41.58
136.50	27.00	24.40	40.40	-6.00	41.06
136.60	26.90	24.30	40.10	-5.70	40.87
136.70	26.90	24.30	39.80	-5.80	40.74
136.80	26.90	24.30	40.10	-6.00	40.56
136.90	27.10	24.30	39.90	-6.00	40.50
137.00	27.10	24.30	40.10	-5.30	40.46
137.10	27.10	24.30	39.60	-6.10	40.48
137.20	27.00	24.40	39.80	-5.50	40.43
137.30	27.00	24.20	39.80	-5.50	40.41
137.40	27.00	24.20	39.80	-6.00	40.41
137.50	27.00	24.30	39.90	-6.00	40.36
137.60	27.10	24.40	39.60	-6.10	36.42
137.70	27.10	24.40	39.80	-5.80	33.14
137.80	27.10	24.50	39.90	-5.80	39.87
137.90	27.10	24.50	38.10	-5.80	43.52
138.00	27.00	24.30	40.10	-6.00	44.00
138.10	26.90	24.20	40.20	-5.80	42.46
138.20	26.90	24.20	40.20	-5.80	41.61
138.30	27.20	24.30	40.10	-6.10	41.10
138.40	27.10	24.20	39.80	-6.40	40.81
138.50	27.00	24.30	40.50	-6.60	40.71
138.60	27.00	24.30	40.20	-6.00	40.65
138.70	27.00	24.30	39.80	-6.10	40.61
138.80	27.10	24.20	40.20	-6.40	40.49
138.90	27.10	24.20	39.90	-6.40	40.49
139.00	27.00	24.30	39.90	-6.30	40.42
139.10	27.00	24.30	39.90	-6.30	40.40
139.20	27.00	24.30	39.80	-6.30	40.45
139.30	26.90	24.20	39.90	-6.10	40.40
139.40	27.00	24.20	39.80	-6.40	40.40
139.50	27.00	24.20	40.40	-6.10	40.42
139.60	27.10	24.20	39.50	-6.10	40.36
139.70	27.10	24.40	39.50	-6.60	40.39
139.80	27.10	24.40	40.20	-6.40	40.32
139.90	27.00	24.20	40.20	-6.40	40.37
140.00	27.00	24.30	39.90	-5.30	40.36
140.10	27.00	24.30	40.20	-6.40	40.35
140.20	27.10	24.30	39.90	-6.10	40.33
140.30	27.10	24.30	39.60	-6.30	40.37
140.40	27.00	24.30	39.80	-6.30	40.41
140.50	26.90	24.20	40.10	-6.30	40.40
140.60	26.90	24.20	40.10	-5.80	40.42
140.70	27.00	24.30	39.80	-6.10	40.37
140.80	26.90	24.40	39.80	-6.10	40.36
140.90	27.00	24.30	39.50	-6.40	40.43
141.00	27.00	24.30	39.90	-6.00	40.34
141.10	27.00	24.30	39.90	-6.60	40.37
141.20	27.00	24.30	40.10	-6.30	40.36
141.30	27.00	24.30	40.10	-6.10	40.40
141.40	27.00	24.30	39.80	-6.00	40.39
141.50	26.90	24.30	40.20	-6.40	40.39
141.60	26.90	24.30	39.80	-6.30	40.32
141.70	27.00	24.40	39.80	-6.30	40.36
141.80	27.00	24.40	40.10	-6.10	40.32
141.90	27.10	24.40	41.00	-6.60	40.36
142.00	27.00	24.30	40.10	-6.10	40.39
142.10	27.00	24.30	40.10	-6.60	40.36
142.20	27.10	24.50	39.80	-5.80	40.41
142.30	27.00	24.40	39.90	-6.10	40.41
142.40	27.00	24.40	39.60	-6.10	40.35
142.50	27.00	24.30	40.40	-6.40	40.36
142.60	27.10	24.40	40.40	-6.40	40.36
142.70	27.10	24.40	39.60	-6.10	40.39
142.80	26.90	24.30	40.20	-6.00	40.39
142.90	27.10	24.50	39.90	-6.00	40.35
143.00	27.10	24.50	40.10	-5.80	40.43
143.10	27.00	24.30	40.40	-6.30	40.36
143.20	27.00	24.30	39.90	-6.30	40.41
143.30	27.10	24.50	40.10	-6.40	40.36
143.40	27.00	24.40	40.20	-5.80	40.34
143.50	26.90	24.30	40.20	-5.80	40.42
143.60	26.90	24.30	40.20	-5.80	40.41
143.70	26.90	24.20	40.20	-6.60	40.33
143.80	27.00	24.20	40.40	-6.40	40.35
143.90	27.00	24.20	39.90	-6.40	40.28
144.00	27.00	24.40	39.50	-6.00	40.35
144.10	27.10	24.50	40.20	-5.80	40.33
144.20	27.10	24.50	39.90	-6.00	40.37
144.30	27.00	24.40	39.50	-6.00	40.37
144.40	27.00	24.40	39.90	-6.30	40.30
144.50	27.00	24.40	39.80	-6.10	40.40
144.60	27.10	24.40	39.90	-6.10	40.35
144.70	27.10	24.30	39.80	-6.40	40.35
144.80	27.10	24.30	39.90	-6.30	40.40
144.90	27.10	24.40	39.90	-6.30	40.30
145.00	26.90	24.30	40.10	-6.00	40.30
145.10	26.90	24.30	39.80	-6.10	40.33
145.20	26.90	24.30	39.80	-6.10	40.35
145.30	27.00	24.50	39.90	-6.10	40.35
145.40	27.00	24.50	40.10	-6.30	40.34
145.50	27.00	24.40	39.90	-6.00	40.40
145.60	26.90	24.20	39.80	-6.10	40.41
145.70	26.90	24.20	40.20	-6.10	40.40
145.80	27.00	24.40	40.10	-6.40	40.37
145.90	27.10	24.30	39.60	-6.10	40.35
146.00	26.80	24.20	39.90	-5.80	40.37
146.10	26.80	24.20	39.90	-5.80	40.33
146.20	27.10	24.50	39.80	-5.80	40.42
146.30	27.10	24.50	40.20	-6.30	40.41
146.40	27.00	24.30	39.90	-6.30	40.40
146.50	27.00	24.40	40.20	-6.30	40.40
146.60	27.00	24.40	39.90	-6.40	40.41
146.70	26.90	24.40	39.80	-6.10	40.01
146.80	26.90	24.40	39.90	-6.10	32.00
146.90	26.90	24.40	39.80	-6.00	23.98
147.00	27.10	24.40	39.80	-6.00	18.38
147.10	27.10	24.40	40.50	-6.10	5.27
147.20	26.90	24.40	40.50	-6.30	4.95
147.30	27.10	24.50	39.80	-6.00	4.72
147.40	27.10	24.50	39.60	-6.10	3.58
147.50	27.10	24.40	39.80	-6.40	0.11
147.60	27.00	24.50	39.60	-6.10	0.13
147.70	26.90	24.40	39.90	-6.30	0.07
147.80	26.90	24.40	39.80	-6.00	0.09
147.90	27.00	24.40	39.80	-6.00	0.09
148.00	27.00	24.40	39.90	-6.00	0.11
148.10	27.00	24.40	39.90	-6.30	0.00
148.20	27.00	24.50	39.90	-6.10	0.00
148.30	26.90	24.40	39.80	-6.00	0.00
148.40	26.90	24.40	40.10	-5.70	0.00
148.50	27.10	24.50	39.90	-6.10	0.00
148.60	27.10	24.40	40.10	-6.30	0.00
148.70	27.10	24.40	40.10	-6.40	0.00
148.80	26.90	24.30	40.10	-6.40	0.00
148.90	27.00	24.30	39.90	-6.30	0.00
149.00	27.00	24.30	39.80	-6.30	0.00
149.10	27.00	24.40	40.10	-6.10	0.00
149.20	27.10	24.40	40.10	-6.30	0.00
149.30	27.10	24.40	39.90	-6.10	0.00
149.40	26.90	24.30	39.60	-6.00	0.00
149.50	27.00	24.40	39.90	-5.50	0.00
149.60	27.00	24.40	39.30	-6.30	0.00
149.70	27.00	24.40	39.30	-6.30	0.00
149.80	27.00	24.40	39.90	-6.60	0.00
149.90	27.00	24.30	39.60	-6.00	0.00
150.00	27.00	24.50	39.90	-6.40	0.00
150.10	27.00	24.50	39.80	-5.80	0.00
150.20	27.00	24.40	39.90	-6.00	0.00
150.30	26.90	24.40	40.40	-6.70	0.00
150.40	26.90	24.40	39.90	-6.00	0.00
150.50	27.00	24.50	39.90	-6.00	0.00
150.60	27.00	24.50	40.20	-6.30	0.00
150.70	27.00	24.50	40.50	-6.70	0.00
150.80	27.00	24.40	39.90	-6.00	0.00
150.90	27.20	24.50	39.90	-6.00	0.00
151.00	27.20	24.50	39.80	-6.00	0.00
151.10	26.90	24.40	39.60	-5.80	0.00
151.20	26.90	24.40	40.20	-5.80	0.00
151.30	26.90	24.40	40.10	-6.10	0.00
151.40	27.00	24.50	40.10	-6.10	0.00
151.50	27.00	24.50	39.80	-6.10	0.00
151.60	27.00	24.50	39.90	-6.40	0.00
151.70	27.00	24.40	40.20	-6.70	0.00
151.80	26.90	24.40	40.10	-6.10	0.00
151.90	27.00	24.50	39.90	-6.90	0.00
152.00	27.00	24.50	39.80	-6.10	0.00
152.10	26.90	24.40	40.20	-7.30	0.00
152.20	27.10	24.40	40.50	-6.60	0.00
152.30	27.10	24.40	40.50	-6.60	0.00
152.40	27.00	24.50	39.80	-6.10	0.00
152.50	27.00	24.50	40.10	-6.30	0.00
152.60	27.00	24.50	39.30	-6.00	0.00
152.70	27.10	24.40	40.20	-5.80	0.00
152.80	27.00	24.40	40.40	-6.10	0.00
152.90	27.00	24.40	40.10	-6.30	0.00
153.00	27.00	24.50	40.10	-6.40	0.00
153.10	27.10	24.40	39.80	-6.10	0.00
153.20	27.10	24.40	39.80	-6.10	0.00
153.30	27.00	24.50	40.10	-6.00	0.00
153.40	27.00	24.50	40.20	-6.00	0.00
153.50	27.00	24.50	39.80	-6.30	0.00
153.60	27.10	24.50	39.80	-6.30	0.00
153.70	27.10	24.50	40.10	-6.00	0.00
153.80	27.00	24.30	39.90	-6.70	0.00
153.90	27.00	24.50	39.80	-5.70	0.00
154.00	27.00	24.50	40.40	-6.00	0.00
154.10	26.90	24.40	40.10	-6.90	0.00
154.20	27.00	24.40	39.90	-6.30	0.00
154.30	26.90	24.50	40.20	-6.10	0.00
154.40	26.90	24.50	41.00	-6.30	0.00
154.50	26.90	24.50	39.90	-6.10	0.00
154.60	26.90	24.40	39.80	-6.30	0.00
154.70	26.90	24.40	40.10	-6.30	0.00
154.80	26.90	24.40	38.20	-5.80	0.00
154.90	26.90	24.40	38.20	-5.80	0.00
155.00	26.90	24.40	40.20	-6.40	0.00
155.10	26.90	24.40	40.20	-6.70	0.00
155.20	27.00	24.50	39.60	-6.00	0.00
155.30	27.00	24.50	39.90	-6.00	0.00
155.40	27.00	24.40	40.10	-6.10	0.00
155.50	27.00	24.50	41.30	-6.30	0.00
155.60	27.00	24.50	40.10	-6.10	0.00
155.70	27.00	24.60	40.20	-6.30	0.00
155.80	27.00	24.60	40.20	-6.10	0.00
155.90	26.90	24.40	39.90	-6.00	0.00
156.00	27.00	24.40	39.80	-6.10	0.00
156.10	27.00	24.60	40.20	-5.80	0.00
156.20	27.00	24.60	39.60	-6.10	0.00
156.30	27.00	24.40	40.10	-6.30	0.00
156.40	27.10	24.50	40.10	-6.10	0.00
156.50	27.10	24.50	40.10	-6.30	0.00
156.60	26.90	24.50	40.10	-6.00	0.00
156.70	27.00	24.50	40.10	-6.00	0.00
156.80	27.00	24.50	39.80	-5.80	0.00
156.90	27.00	24.50	40.10	-6.30	0.00
157.00	26.90	24.50	40.10	-6.00	0.00
157.10	26.90	24.50	39.60	-6.40	0.00
157.20	27.00	24.60	39.60	-5.70	0.00
157.30	27.00	24.40	40.70	-6.00	0.00
157.40	27.00	24.40	39.30	-6.10	0.00
157.50	26.90	24.50	39.90	-6.00	0.00
157.60	27.00	24.60	39.90	-6.00	0.00
157.70	27.00	24.60	40.10	-6.30	0.00
157.80	27.00	24.50	39.80	-6.30	0.00
157.90	26.90	24.50	40.10	-5.80	0.00
158.00	26.90	24.50	39.60	-5.80	0.00
158.10	27.00	24.60	39.90	-6.00	0.00
158.20	27.00	24.60	40.10	-5.80	0.00
158.30	27.00	24.60	40.10	-6.40	0.00
158.40	27.00	24.60	39.80	-6.10	0.00
158.50	27.00	24.60	39.80	-6.10	0.00
158.60	26.80	24.30	40.70	-6.00	0.00
158.70	26.90	24.50	40.10	-6.00	0.00
158.80	26.90	24.50	40.10	-5.80	0.00
158.90	27.00	24.40	39.90	-5.50	0.00
159.00	26.80	24.40	39.80	-6.10	0.00
159.10	26.80	24.40	40.20	-6.10	0.00
159.20	27.00	24.60	40.10	-6.10	0.00
159.30	27.00	24.60	39.60	-6.10	0.00
159.40	27.00	24.50	39.60	-6.10	0.00
159.50	27.00	24.50	39.80	-6.00	0.00
159.60	27.00	24.50	40.10	-6.10	0.00
159.70	26.90	24.40	40.10	-6.00	0.00
159.80	26.80	24.30	39.90	-6.30	0.00
159.90	26.80	24.30	39.60	-5.70	0.00
160.00	26.90	24.50	40.10	-5.70	0.00
160.10	27.00	24.60	40.20	-6.10	0.00
160.20	27.00	24.50	39.80	-5.80	0.00
160.30	27.00	24.50	39.80	-5.80	0.00
160.40	26.90	24.40	39.90	-5.70	0.00
160.50	26.90	24.60	39.80	-5.80	0.00
160.60	26.90	24.60	39.80	-6.10	0.00
160.70	27.00	24.50	39.90	-6.30	0.00
160.80	27.00	24.50	39.90	-5.80	0.00
160.90	27.00	24.50	39.80	-5.70	0.00
161.00	26.90	24.50	40.40	-6.10	0.00
161.10	26.90	24.40	40.40	-6.10	0.00
161.20	26.90	24.40	39.80	-6.40	0.00
161.30	27.10	24.60	39.80	-5.80	0.00
161.40	27.00	24.60	40.10	-6.10	0.00
161.50	27.00	24.60	40.10	-5.70	0.00
161.60	27.00	24.60	39.90	-6.30	0.00
161.70	27.00	24.50	40.10	-6.10	0.00
161.80	27.00	24.50	40.10	-5.70	0.00
161.90	27.10	24.60	40.40	-6.30	0.00
162.00	27.00	24.60	40.40	-6.30	0.00
162.10	27.00	24.60	40.20	-6.10	0.00
162.20	27.00	24.40	40.20	-6.30	0.00
162.30	26.90	24.40	40.10	-6.10	0.00
162.40	26.90	24.40	39.90	-5.00	0.00
162.50	27.10	24.50	39.60	-5.70	0.00
162.60	27.10	24.50	40.10	-6.00	0.00
162.70	26.90	24.40	39.80	-6.10	0.00
162.80	27.00	24.50	39.80	-6.40	0.00
162.90	27.00	24.50	39.80	-6.40	0.00
163.00	27.00	24.50	39.90	-5.80	0.00
163.10	27.00	24.50	40.20	-6.00	0.00
163.20	27.10	24.70	39.90	-6.00	0.00
163.30	27.10	24.70	39.50	-5.80	0.00
163.40	27.00	24.60	40.10	-6.30	0.00
163.50	27.00	24.50	40.10	-6.30	0.00
163.60	27.00	24.50	39.90	-6.00	0.00
163.70	27.20	24.60	40.40	-5.50	0.00
163.80	27.20	24.60	40.40	-5.50	0.00
163.90	27.10	24.60	39.50	-6.10	0.00
164.00	27.00	24.50	40.20	-6.30	0.00
164.10	27.00	24.50	40.20	-6.00	0.00
164.20	26.90	24.40	40.20	-6.10	0.00
164.30	26.90	24.40	39.60	-6.30	0.00
164.40	26.90	24.40	39.90	-6.10	0.00
164.50	27.00	24.50	39.60	-6.30	0.00
164.60	27.10	24.60	41.20	-6.30	0.00
164.70	27.10	24.60	40.40	-5.80	0.00
164.80	26.90	24.60	40.50	-6.00	0.00
164.90	26.90	24.50	40.10	-6.10	0.00
165.00	26.90	24.50	40.20	-6.10	0.00
165.10	26.90	24.60	39.90	-6.00	0.00
165.20	26.90	24.70	39.90	-6.10	0.00
165.30	26.90	24.70	39.80	-6.00	0.00
165.40	27.10	24.70	39.90	-6.00	0.00
165.50	27.10	24.70	39.90	-6.00	0.00
165.60	27.00	24.60	39.90	-6.10	0.00
165.70	27.00	24.50	39.80	-6.00	0.00
165.80	27.00	24.50	39.80	-6.00	0.00
165.90	27.00	24.50	39.90	-6.00	0.00
166.00	26.90	24.60	39.90	-6.30	0.00
166.10	27.00	24.60	39.80	-6.30	0.00
166.20	27.00	24.60	39.90	-6.10	0.00
166.30	26.90	24.50	40.10	-6.40	0.00
166.40	26.90	24.50	40.10	-6.40	0.00
166.50	26.90	24.50	40.40	-5.80	0.00
166.60	27.00	24.50	39.90	-6.00	0.00
166.70	26.90	24.60	40.40	-6.30	0.00
166.80	26.90	24.60	39.90	-6.30	0.00
166.90	27.00	24.60	39.90	-6.10	0.00
167.00	27.00	24.50	39.80	-6.10	0.00
167.10	27.00	24.50	39.30	-6.10	0.00
167.20	27.00	24.60	39.50	-5.80	0.00
167.30	26.90	24.60	39.50	-5.80	0.00
167.40	26.90	24.60	39.90	-5.70	0.00
167.50	26.90	24.50	40.10	-5.80	0.00
167.60	26.90	24.50	40.10	-6.30	0.00
167.70	26.90	24.50	39.80	-5.80	0.00
167.80	27.00	24.60	40.40	-5.70	0.00
167.90	26.90	24.50	40.20	-6.10	0.00
168.00	26.90	24.50	40.10	-5.80	0.00
168.10	27.00	24.50	39.90	-5.70	0.00
168.20	27.10	24.60	39.90	-5.70	0.00
168.30	27.10	24.60	40.10	-6.00	0.00
168.40	27.00	24.50	39.80	-6.10	0.00
168.50	26.90	24.60	39.60	-5.80	0.00
168.60	26.90	24.40	40.40	-6.10	0.00
168.70	26.90	24.40	39.80	-6.10	0.00
168.80	26.90	24.50	39.90	-6.10	0.00
168.90	26.90	24.50	39.80	-5.70	0.00
169.00	27.00	24.50	40.10	-6.30	0.00
169.10	26.90	24.50	40.10	-6.30	0.00
169.20	26.90	24.50	39.90	-5.80	0.00
169.30	27.00	24.60	39.90	-5.50	0.00
169.40	27.00	24.60	39.90	-6.00	0.00
169.50	27.00	24.60	39.90	-6.00	0.00
169.60	27.00	24.60	40.10	-6.70	0.00
169.70	26.90	24.50	39.50	-6.30	0.00
169.80	27.10	24.60	39.90	-6.40	0.00
169.90	27.10	24.60	40.20	-6.00	0.00
170.00	26.90	24.50	40.20	-6.00	0.00
170.10	27.10	24.70	39.80	-6.00	0.00
170.20	27.10	24.70	39.90	-5.70	0.00
170.30	27.00	24.60	40.50	-6.30	0.00
170.40	27.00	24.60	39.90	-6.00	0.00
170.50	26.90	24.50	40.10	-6.00	0.00
170.60	26.90	24.50	39.80	-6.00	0.00
170.70	26.90	24.50	39.60	-5.80	0.00
170.80	27.10	24.60	40.20	-6.60	0.00
170.90	27.00	24.60	40.20	-6.60	0.00
171.00	27.00	24.60	40.40	-6.10	0.00
171.10	26.80	24.60	40.70	-6.10	0.00
171.20	27.00	24.60	39.90	-5.80	0.00
171.30	27.00	24.60	39.90	-5.80	0.00
171.40	26.90	24.50	39.90	-6.10	0.00
171.50	26.90	24.60	39.90	-5.70	0.00
171.60	26.90	24.60	39.50	-5.80	0.00
171.70	26.90	24.50	39.80	-5.80	0.00
171.80	27.10	24.60	39.80	-5.80	0.00
171.90	27.10	24.60	39.90	-6.30	0.00
172.00	27.00	24.60	39.90	-6.00	0.00
172.10	26.90	24.60	39.90	-5.70	0.00
172.20	26.90	24.60	39.00	-5.80	0.00
172.30	27.00	24.60	40.20	-6.10	0.00
172.40	27.00	24.60	39.60	-6.00	0.00
172.50	26.90	24.50	39.50	-5.80	0.00
172.60	27.10	24.60	40.10	-5.80	0.00
172.70	27.10	24.60	40.10	-5.80	0.00
172.80	27.10	24.50	40.10	-5.70	0.00
172.90	26.90	24.60	39.90	-6.00	0.00
173.00	26.90	24.60	39.90	-5.80	0.00
173.10	27.20	24.70	39.80	-6.00	0.00
173.20	27.20	24.70	39.80	-5.70	0.00
173.30	26.90	24.70	40.10	-6.00	0.00
173.40	27.00	24.60	40.10	-6.10	0.00
173.50	27.00	24.60	40.10	-6.10	0.00
173.60	27.00	24.60	40.10	-6.10	0.00
173.70	27.10	24.50	40.20	-5.70	0.00
173.80	27.10	24.50	39.90	-6.00	0.00
173.90	27.00	24.60	39.90	-6.10	0.00
174.00	26.80	24.50	40.40	-5.80	0.00
174.10	26.80	24.50	39.80	-5.80	0.00
174.20	27.00	24.60	40.10	-6.10	0.00
174.30	27.00	24.60	40.20	-5.80	0.00
174.40	27.00	24.60	40.20	-6.10	0.00
174.50	26.90	24.70	39.90	-6.30	0.00
174.60	27.00	24.60	40.10	-6.10	0.00
174.70	27.00	24.60	40.10	-6.60	0.00
174.80	27.00	24.60	39.90	-5.80	0.00
174.90	27.00	24.70	40.10	-5.80	0.00
175.00	27.00	24.70	39.90	-6.30	0.00
175.10	27.00	24.70	39.80	-5.70	0.00
175.20	27.00	24.60	39.90	-5.80	0.00
175.30	27.00	24.60	39.90	-5.80	0.00
175.40	27.00	24.70	39.60	-6.00	0.00
175.50	27.00	24.70	39.90	-6.10	0.00
175.60	27.00	24.70	39.90	-6.10	0.00
175.70	27.00	24.60	39.90	-6.30	0.00
175.80	27.10	24.70	39.80	-6.00	0.00
175.90	26.90	24.60	40.20	-5.80	0.00
176.00	26.90	24.60	39.80	-6.10	0.00
176.10	26.80	24.60	39.90	-6.00	0.00
176.20	26.90	24.60	39.90	-6.00	0.00
176.30	26.90	24.60	39.90	-6.10	0.00
176.40	27.00	24.80	40.20	-6.30	0.00
176.50	27.00	24.60	39.50	-6.40	0.00
176.60	27.00	24.60	39.80	-5.80	0.00
176.70	26.90	24.60	39.80	-6.00	0.00
176.80	26.90	24.60	39.90	-6.10	0.00
176.90	26.90	24.60	40.10	-6.00	0.00
177.00	27.10	24.70	39.50	-6.60	0.00
177.10	27.00	24.90	39.90	-6.00	0.00
177.20	27.10	24.70	39.90	-6.00	0.00
177.30	27.10	24.70	39.90	-6.30	0.00
177.40	27.00	24.60	40.50	-5.80	0.00
177.50	26.80	24.60	40.20	-6.10	0.00
177.60	26.80	24.60	40.10	-4.90	0.00
177.70	27.00	24.60	40.10	-6.10	0.00
177.80	26.90	24.60	39.60	-6.10	0.00
177.90	26.90	24.60	40.40	-6.10	0.00
178.00	26.90	24.50	39.80	-5.70	0.00
178.10	26.90	24.50	39.80	-5.70	0.00
178.20	26.90	24.50	39.60	-5.80	0.00
178.30	26.90	24.70	40.10	-6.30	0.00
178.40	27.00	24.70	39.60	-6.00	0.00
178.50	27.00	24.70	39.80	-6.10	0.00
178.60	26.90	24.60	39.80	-6.00	0.00
178.70	26.90	24.70	40.20	-5.80	0.00
178.80	26.90	24.70	40.20	-5.30	0.00
178.90	26.90	24.60	39.20	-5.70	0.00
179.00	26.90	24.60	39.20	-5.70	0.00
179.10	26.90	24.60	39.90	-5.80	0.00
179.20	27.00	24.60	39.90	-5.80	0.00
179.30	26.90	24.70	39.60	-6.00	0.00
179.40	26.90	24.70	39.60	-5.80	0.00
179.50	26.80	24.60	40.20	-7.70	0.00
179.60	26.80	24.60	40.10	-6.00	0.00
179.70	26.90	24.80	39.30	-5.80	0.00
179.80	27.00	24.70	40.20	-6.30	0.00
179.90	27.00	24.70	40.20	-6.30	0.00
180.00	27.00	24.80	39.60	-6.00	0.00
180.10	27.00	24.80	39.80	-5.50	0.00
180.20	27.00	24.90	39.60	-5.70	0.00
180.30	27.00	24.90	40.10	-5.80	0.00
180.40	26.70	24.80	39.80	-5.70	0.00
180.50	26.70	24.80	40.70	-5.80	0.00
180.60	26.90	24.90	39.50	-6.00	0.00
180.70	26.80	24.90	39.60	-5.30	0.00
180.80	26.90	24.90	39.60	-5.30	0.00
180.90	26.90	24.90	39.90	-5.70	0.00
181.00	26.90	24.80	39.90	-5.50	0.00
181.10	26.90	24.90	39.90	-5.50	0.00
181.20	26.90	24.90	39.50	-5.30	0.00
181.30	27.00	24.90	39.80	-5.80	0.00
181.40	26.90	25.00	39.60	-5.30	0.00
181.50	26.90	25.00	39.60	-5.30	0.00
181.60	27.00	25.10	39.60	-5.70	0.00
181.70	26.80	25.00	39.60	-5.70	0.00
181.80	26.80	25.00	39.80	-5.70	0.00
181.90	26.90	24.90	39.20	-5.30	0.00
182.00	27.00	24.90	39.50	-5.70	0.00
182.10	27.00	24.90	39.60	-5.50	0.00
182.20	26.80	24.90	39.80	-5.50	0.00
182.30	26.80	25.00	39.30	-5.20	0.00
182.40	26.80	25.00	39.80	-5.50	0.00
182.50	26.80	24.90	39.80	-5.50	0.00
182.60	26.90	25.00	39.90	-5.70	0.00
182.70	26.90	25.00	39.50	-5.50	0.00
182.80	26.90	25.00	39.30	-5.30	0.00
182.90	26.90	25.20	39.50	-5.70	0.00
183.00	26.80	25.10	39.60	-5.30	0.00
183.10	26.80	25.10	39.80	-4.90	0.00
183.20	26.90	25.20	39.20	-5.20	0.00
183.30	26.80	25.10	39.90	-5.20	0.00
183.40	26.80	25.10	39.90	-5.20	0.00
183.50	26.80	25.10	39.50	-5.20	0.00
183.60	26.80	25.00	39.60	-5.30	0.00
183.70	26.80	25.20	39.50	-5.00	0.00
183.80	26.80	25.20	39.30	-5.20	0.00
183.90	26.80	25.20	39.50	-5.20	0.00
184.00	26.80	25.00	39.60	-5.20	0.00
184.10	26.80	25.00	39.00	-5.30	0.00
184.20	26.80	25.20	39.60	-5.30	0.00
184.30	26.80	25.20	39.60	-5.30	0.00
184.40	26.80	25.30	39.30	-5.20	0.00
184.50	26.80	25.30	39.60	-5.30	0.00
184.60	26.80	25.30	39.30	-3.60	0.00
184.70	26.70	25.20	37.60	-5.00	0.00
184.80	26.70	25.30	39.50	-4.90	0.00
184.90	26.80	25.30	39.50	-4.70	0.00
185.00	26.80	25.30	39.20	-5.00	0.00
185.10	26.90	25.40	39.20	-4.70	0.00
185.20	26.90	25.30	39.90	-4.90	0.00
185.30	26.90	25.30	39.50	-5.00	0.00
185.40	27.00	25.40	39.30	-4.90	0.00
185.50	27.00	25.40	40.10	-5.20	0.00
185.60	26.90	25.40	39.00	-4.40	0.00
185.70	26.90	25.40	39.20	-4.60	0.00
185.80	26.90	25.40	39.30	-4.60	0.00
185.90	26.80	25.30	39.20	-5.20	0.00
186.00	26.70	25.30	39.20	-5.20	0.00
186.10	26.70	25.30	39.30	-5.00	0.00
186.20	26.80	25.40	39.20	-4.30	0.00
186.30	26.80	25.40	38.80	-4.40	0.00
186.40	26.80	25.40	39.20	-4.60	0.00
186.50	26.80	25.40	39.50	-4.40	0.00
186.60	26.70	25.40	39.50	-4.70	0.00
186.70	26.70	25.40	39.80	-5.00	0.00
186.80	26.80	25.40	39.00	-4.40	0.00
186.90	26.80	25.50	39.00	-4.40	0.00
187.00	26.80	25.50	39.00	-4.60	0.00
187.10	26.80	25.50	39.00	-4.70	0.00
187.20	26.80	25.60	39.00	-4.10	0.00
187.30	26.80	25.60	39.50	-4.90	0.00
187.40	26.80	25.50	39.00	-5.00	0.00
187.50	26.80	25.50	39.00	-4.60	0.00
187.60	26.80	25.50	39.00	-5.00	0.00
187.70	26.70	25.40	39.30	-4.70	0.00
187.80	26.80	25.50	39.30	-4.70	0.00
187.90	26.80	25.50	39.00	-4.30	0.00
188.00	26.80	25.60	39.00	-4.60	0.00
188.10	26.80	25.60	39.00	-4.70	0.00
188.20	26.80	25.60	39.00	-4.30	0.00
188.30	26.60	25.50	39.50	-4.60	0.00
188.40	26.90	25.60	40.10	-4.60	0.00
188.50	26.80	25.60	39.30	-4.70	0.00
188.60	26.80	25.60	39.00	-4.40	0.00
188.70	26.80	25.60	39.00	-4.40	0.00
188.80	26.70	25.60	39.30	-4.60	0.00
188.90	26.70	25.60	39.30	-4.40	0.00
189.00	26.80	25.60	39.00	-4.40	0.00
189.10	26.80	25.60	39.00	-4.60	0.00
189.20	26.80	25.60	39.00	-4.30	0.00
189.30	26.70	25.60	39.00	-4.40	0.00
189.40	26.70	25.60	39.20	-4.30	0.00
189.50	26.80	25.60	38.70	-4.10	0.00
189.60	26.70	25.70	38.70	-4.10	0.00
189.70	26.70	25.70	38.10	-3.80	0.00
189.80	26.60	25.50	39.00	-4.00	0.00
189.90	26.70	25.60	38.80	-4.00	0.00
190.00	26.70	25.60	38.80	-4.10	0.00
190.10	26.70	25.70	38.50	-4.40	0.00
190.20	26.70	25.60	39.00	-4.00	0.00
190.30	26.70	25.60	38.50	-4.30	0.00
190.40	26.80	25.80	38.70	-4.00	0.00
190.50	26.80	25.70	38.70	-4.00	0.00
190.60	26.80	25.70	38.70	-4.00	0.00
190.70	26.90	25.80	38.50	-4.10	0.00
190.80	26.90	25.80	38.80	-3.50	0.00
